secFrom	langTo	prob	count	rank
E	F	0.17733953893184662	40	4.0
E	C	0.1615803837776184	40	5.0
External links	References	0.9789938926696777	10	1.0
External links	See also	0.7276378870010376	6	2.0
F	F	0.9948829412460327	39	1.0
F	G	0.25667014718055725	39	2.0
F	E	0.20920231938362122	40	3.0
F	C	0.1936730444431305	39	4.0
F	D	0.17154239118099213	39	5.0
Further reading	Further reading	0.9975288510322571	7	1.0
G	G	0.9922237396240234	39	1.0
G	H	0.26853057742118835	39	2.0
G	E	0.25878000259399414	40	3.0
G	F	0.21172106266021729	39	4.0
G	J	0.10290338099002838	33	5.0
Gallery	Gallery	0.9948925971984863	12	1.0
Gallery	See also	0.22041381895542145	10	2.0
Gallery	References	0.12082704156637192	10	3.0
Grammy Awards	Grammy Awards	0.9936631917953491	11	1.0
Grammy Awards	Juno Awards	0.965128481388092	7	2.0
Grammy Awards	American Music Awards	0.9235280156135559	9	3.0
Grammy Awards	NME Awards	0.8939932584762573	7	4.0
Grammy Awards	MuchMusic Video Awards	0.876120388507843	6	5.0
H	H	0.9942588806152344	37	1.0
H	G	0.41237881779670715	37	2.0
H	K	0.16367550194263458	34	3.0
H	J	0.13073058426380157	32	4.0
H	N	0.10465593636035919	36	5.0
History	History	0.9857860207557678	18	1.0
History	See also	0.018060805276036263	15	2.0
I	I	0.997003972530365	40	1.0
I	M	0.08769122511148453	40	2.0
I	V	0.08066723495721817	37	3.0
I	G	0.07836727797985077	38	4.0
I	H	0.07836727797985077	39	4.0
I	F	0.06475421786308289	39	5.0
J	J	0.995344340801239	34	1.0
J	H	0.29908841848373413	35	2.0
J	K	0.25092050433158875	32	3.0
J	N	0.20808210968971252	35	4.0
J	G	0.20628313720226288	34	5.0
K	K	0.9934966564178467	35	1.0
K	G	0.3802047073841095	36	2.0
K	J	0.28885897994041443	32	3.0
K	N	0.211051344871521	36	4.0
K	H	0.20628313720226288	36	5.0
L	L	0.9928968548774719	39	1.0
L	K	0.47859257459640503	37	2.0
L	P	0.2318505197763443	40	3.0
L	J	0.2070041447877884	35	4.0
L	N	0.130722776055336	39	5.0
M	M	0.9789867997169495	41	1.0
M	P	0.2443687617778778	40	2.0
M	K	0.23978933691978455	37	3.0
M	N	0.22006437182426453	39	4.0
M	J	0.17740049958229065	35	5.0
MotoGP	MotoGP classification	0.9431782960891724	11	1.0
MotoGP	250 cc classification	0.47323936223983765	9	2.0
MotoGP	125 cc classification	0.07817887514829636	9	3.0
MuchMusic Video Awards	MuchMusic Video Awards	0.9972162246704102	8	1.0
MuchMusic Video Awards	Teen Choice Awards	0.9553633332252502	6	2.0
MuchMusic Video Awards	World Music Awards	0.881917417049408	6	3.0
MuchMusic Video Awards	NRJ Music Awards	0.8794012069702148	6	4.0
MuchMusic Video Awards	People's Choice Awards	0.8676198124885559	7	5.0
N	N	0.9938428401947021	40	1.0
N	R	0.2179734706878662	39	2.0
N	O	0.15791484713554382	38	3.0
N	K	0.15497618913650513	36	4.0
N	P	0.12595365941524506	40	5.0
Notes	See also	0.28365612030029297	13	1.0
O	O	0.9960880279541016	38	1.0
O	N	0.2477966994047165	40	2.0
O	P	0.2428208589553833	40	3.0
O	H	0.14385464787483215	39	4.0
O	Q	0.14249125123023987	32	5.0
OVA	Reception	0.8843882083892822	13	1.0
OVA	Media	0.7862750291824341	10	2.0
OVA	Plot	0.2807786166667938	16	3.0
OVA	Characters	0.11887289583683014	13	4.0
OVA	See also	0.08530842512845993	6	5.0
P	P	0.9943189024925232	41	1.0
P	R	0.3593664765357971	40	2.0
P	N	0.20535340905189514	41	3.0
P	G	0.19633516669273376	39	4.0
P	T	0.1777593493461609	39	5.0
People’s Choice Awards	People's Choice Awards	0.9959321618080139	10	1.0
People’s Choice Awards	Teen Choice Awards	0.9883102178573608	7	2.0
People’s Choice Awards	World Music Awards	0.9731685519218445	8	3.0
People’s Choice Awards	MuchMusic Video Awards	0.9578753709793091	8	4.0
People’s Choice Awards	American Music Awards	0.9378937482833862	11	5.0
Q	Q	0.9962674975395203	29	1.0
Q	Z	0.3150613009929657	26	2.0
Q	Y	0.24566946923732758	25	3.0
Q	X	0.2302481234073639	24	4.0
Q	V	0.22820650041103363	30	5.0
R	R	0.9945113658905029	40	1.0
R	Z	0.4034809470176697	31	2.0
R	P	0.38346028327941895	38	3.0
R	V	0.239114910364151	37	4.0
R	N	0.18713270127773285	38	5.0
R&B	References	0.030867313966155052	14	1.0
References	References	0.9977372884750366	68	1.0
References	Bibliography	0.6963522434234619	6	2.0
References	See also	0.4305935502052307	35	3.0
References	History	0.018370412290096283	15	4.0
S	S	0.9637174010276794	40	1.0
S	P	0.33908015489578247	38	2.0
S	T	0.29825761914253235	39	3.0
S	R	0.283284068107605	39	4.0
S	U	0.17893289029598236	38	5.0
See also	See also	0.9942118525505066	46	1.0
See also	References	0.5241149067878723	39	2.0
See also	Further reading	0.38800621032714844	6	3.0
See also	History	0.06071169674396515	12	4.0
T	T	0.996103048324585	40	1.0
T	R	0.3704424798488617	41	2.0
T	Z	0.3005453050136566	33	3.0
T	V	0.29054737091064453	39	4.0
T	P	0.20674599707126617	40	5.0
Teen Choice Awards	Teen Choice Awards	0.9972403049468994	11	1.0
Teen Choice Awards	NRJ Music Awards	0.9768494963645935	7	2.0
Teen Choice Awards	Juno Awards	0.9655869603157043	8	3.0
Teen Choice Awards	NME Awards	0.9625952839851379	6	4.0
Teen Choice Awards	American Music Awards	0.9558168649673462	11	5.0
U	U	0.9968825578689575	37	1.0
U	V	0.5718644857406616	37	2.0
U	X	0.40894412994384766	30	3.0
U	Z	0.27233314514160156	32	4.0
U	T	0.2687791585922241	38	5.0
US Open Series	Points and prize money	0.8113550543785095	8	1.0
US Open Series	Singles players	0.09737528860569	6	2.0
US Open Series	Day-by-day summaries	0.058919090777635574	6	3.0
US Open Series	Withdrawals	0.010073911398649216	6	4.0
V	V	0.9972286820411682	37	1.0
V	X	0.37349745631217957	29	2.0
V	T	0.32680779695510864	39	3.0
V	U	0.23036548495292664	37	4.0
V	Z	0.19501575827598572	31	5.0
W	W	0.9963923096656799	33	1.0
W	Z	0.5093680024147034	30	2.0
W	X	0.36540770530700684	27	3.0
W	V	0.33814600110054016	35	4.0
W	T	0.307860404253006	37	5.0
WWE	Championships and accomplishments	0.5839528441429138	6	1.0
WWE	Personal life	0.03344949707388878	6	2.0
World Wrestling Entertainment	Professional wrestling career	0.9536859393119812	7	1.0
World Wrestling Entertainment	Championships and accomplishments	0.3033864498138428	7	2.0
X	X	0.9979109168052673	28	1.0
X	H	0.7382084131240845	30	2.0
X	Z	0.592063844203949	27	3.0
X	Y	0.5067698955535889	26	4.0
X	V	0.48655882477760315	30	5.0
XIX век	19th century	0.9904686808586121	25	1.0
XIX век	20th century	0.7512866854667664	21	2.0
XIX век	17th century	0.5660037398338318	7	3.0
XIX век	21st century	0.547486424446106	10	4.0
XIX век	18th century	0.5012496113777161	11	5.0
XVII век	17th century	0.9906181693077087	7	1.0
XVII век	18th century	0.8938954472541809	7	2.0
XVII век	19th century	0.8036835789680481	6	3.0
XVII век	20th century	0.6705503463745117	7	4.0
XVII век	See also	0.024620547890663147	14	5.0
XVIII век	18th century	0.9919824004173279	13	1.0
XVIII век	19th century	0.8454174995422363	13	2.0
XVIII век	17th century	0.6939502954483032	8	3.0
XVIII век	21st century	0.6874260306358337	9	4.0
XVIII век	20th century	0.6822587847709656	12	5.0
XVIII—XIX века	References	0.02104603499174118	6	1.0
XVIII—XIX века	See also	0.010776914656162262	7	2.0
XVI—XVII века	See also	0.010173065587878227	6	1.0
XX век	20th century	0.98406583070755	26	1.0
XX век	19th century	0.7418439984321594	13	2.0
XX век	21st century	0.6021772623062134	13	3.0
XX век	18th century	0.5312727689743042	6	4.0
XX век	History	0.07279518246650696	22	5.0
XXI век	21st century	0.9828375577926636	11	1.0
XXI век	20th century	0.7039229273796082	8	2.0
XXI век	Notes	0.05411142110824585	11	3.0
XXI век	Further reading	0.0422699972987175	23	4.0
XXI век	Bibliography	0.039905890822410583	7	5.0
XX—XXI века	References	0.04757857695221901	8	1.0
XX—XXI века	See also	0.042656417936086655	6	2.0
Y	Y	0.9965452551841736	28	1.0
Y	X	0.6948384642601013	26	2.0
Y	Z	0.6789982914924622	26	3.0
Y	V	0.38054224848747253	28	4.0
Y	Notes	0.26691609621047974	6	5.0
Z	Z	0.9977797865867615	29	1.0
Z	X	0.5859120488166809	25	2.0
Z	References	0.5026785135269165	25	3.0
Z	Y	0.4568038880825043	24	4.0
Z	V	0.3192906379699707	29	5.0
«Барселона»	Club career	0.874271035194397	6	1.0
«Барселона»	Honours	0.5176162123680115	6	2.0
«Барселона»	Career statistics	0.41198256611824036	6	3.0
«Барселона»	International career	0.3181948959827423	6	4.0
«Титаник»	Early life	0.3426389694213867	6	1.0
А	A	0.9835810661315918	36	1.0
А	B	0.4521024823188782	37	2.0
А	D	0.4406677782535553	36	3.0
А	C	0.32744312286376953	37	4.0
А	E	0.26936396956443787	35	5.0
Аббревиатура	Other uses	0.4344794750213623	19	1.0
Аббревиатура	People	0.0802510604262352	22	2.0
Аварии	Accidents	0.9947574138641357	7	1.0
Аварии	History	0.11843638867139816	13	2.0
Аварии	See also	0.07759719341993332	16	3.0
Аварии	References	0.047477513551712036	22	4.0
Аварии и инциденты	Operators	0.27774909138679504	7	1.0
Аварии и инциденты	References	0.08250545710325241	8	2.0
Аварии и инциденты	See also	0.06715817004442215	10	3.0
Аварии и инциденты	Variants	0.05258649215102196	7	4.0
Аварии и катастрофы	Accidents and incidents	0.9828999638557434	19	1.0
Аварии и катастрофы	Aircraft on display	0.24637949466705322	18	2.0
Аварии и катастрофы	Operational history	0.21311978995800018	42	3.0
Аварии и катастрофы	Operators	0.2013881951570511	46	4.0
Аварии и катастрофы	Variants	0.05816960334777832	51	5.0
Аварии и происшествия	Accidents and incidents	0.996037483215332	8	1.0
Аварии и происшествия	Operators	0.5241711139678955	8	2.0
Аварии и происшествия	Specifications	0.4211108982563019	8	3.0
Аварии и происшествия	Variants	0.07958412915468216	8	4.0
Аварии и происшествия	References	0.05237925052642822	17	5.0
Аварии и теракты	History	0.10141473263502121	9	1.0
Авария	Accident	0.9908757209777832	10	1.0
Авария	Aftermath	0.22527073323726654	8	2.0
Авария	Investigation	0.18169213831424713	7	3.0
Авария	References	0.048632387071847916	28	4.0
Авария	See also	0.02985023707151413	20	5.0
Август	References	0.040127433836460114	6	1.0
Авиакатастрофы	Accidents and incidents	0.9948906898498535	6	1.0
Авиакатастрофы	Fleet	0.4015037715435028	7	2.0
Авиакатастрофы	References	0.10293947905302048	16	3.0
Авиакатастрофы	History	0.05724076181650162	12	4.0
Авиакатастрофы и инциденты	Accidents and incidents	0.9935246706008911	6	1.0
Авиакатастрофы и инциденты	See also	0.12441903352737427	8	2.0
Авиакатастрофы и инциденты	History	0.08603702485561371	10	3.0
Авиакатастрофы и инциденты	References	0.05994683504104614	10	4.0
Авиакомпании	Airlines and destinations	0.9874875545501709	62	1.0
Авиакомпании	Facilities	0.4551425278186798	20	2.0
Авиакомпании	Statistics	0.3304430842399597	36	3.0
Авиакомпании	Accidents and incidents	0.22184909880161285	26	4.0
Авиакомпании	Incidents and accidents	0.2074739634990692	7	5.0
Авиакомпании и назначения	Airlines and destinations	0.9932906627655029	76	1.0
Авиакомпании и назначения	Terminals	0.7957668304443359	18	2.0
Авиакомпании и назначения	Statistics	0.7711973786354065	26	3.0
Авиакомпании и назначения	Other facilities	0.6022784113883972	7	4.0
Авиакомпании и назначения	Operations	0.5503397583961487	7	5.0
Авиакомпании и направления	Airlines and destinations	0.9909436106681824	206	1.0
Авиакомпании и направления	Statistics	0.8721475601196289	63	2.0
Авиакомпании и направления	Operations	0.5617393255233765	16	3.0
Авиакомпании и направления	Accidents and incidents	0.535024106502533	38	4.0
Авиакомпании и направления	Incidents and accidents	0.5145301818847656	11	5.0
Авиакомпании и направления полётов	Airlines and destinations	0.9904174208641052	12	1.0
Авиакомпании и направления полётов	Accidents and incidents	0.8193961381912231	7	2.0
Авиакомпании и направления полётов	History	0.23519183695316315	10	3.0
Авиакомпании и направления полётов	See also	0.021100841462612152	11	4.0
Авиакомпании и пункты назначения	Airlines and destinations	0.9947046637535095	350	1.0
Авиакомпании и пункты назначения	Statistics	0.8223670125007629	76	2.0
Авиакомпании и пункты назначения	Facilities	0.801307201385498	126	3.0
Авиакомпании и пункты назначения	Terminals	0.7948682308197021	13	4.0
Авиакомпании и пункты назначения	Gallery	0.7319997549057007	8	5.0
Авиакомпании и рейсы	Airlines and destinations	0.9852997064590454	6	1.0
Авиакомпании и рейсы	See also	0.023891115561127663	6	2.0
Авиалинии	Airlines and destinations	0.9869905114173889	8	1.0
Авиалинии	See also	0.046460069715976715	8	2.0
Авиалинии и направления	Airlines and destinations	0.9939466118812561	57	1.0
Авиалинии и направления	Statistics	0.32094016671180725	12	2.0
Авиалинии и направления	Facilities	0.20160797238349915	6	3.0
Авиалинии и направления	Accidents and incidents	0.17134015262126923	32	4.0
Авиалинии и направления	Future developments	0.0959910973906517	8	5.0
Авиапарк	Fleet	0.9868071675300598	9	1.0
Авиапарк	Destinations	0.49843114614486694	8	2.0
Авиапарк	History	0.2651621103286743	13	3.0
Авиапарк	See also	0.027856430038809776	8	4.0
Авиапроисшествия	Accidents and incidents	0.9949012994766235	12	1.0
Авиапроисшествия	Airlines and destinations	0.7575189471244812	11	2.0
Авиапроисшествия	Fleet	0.727371096611023	11	3.0
Авиапроисшествия	Destinations	0.19124725461006165	8	4.0
Авиапроисшествия	See also	0.1375415325164795	13	5.0
Авиапроисшествия и инциденты	Accidents and incidents	0.9957625269889832	23	1.0
Авиапроисшествия и инциденты	Fleet	0.9347389340400696	15	2.0
Авиапроисшествия и инциденты	Airlines and destinations	0.6792009472846985	20	3.0
Авиапроисшествия и инциденты	Destinations	0.36648985743522644	13	4.0
Авиапроисшествия и инциденты	Facilities	0.17993010580539703	7	5.0
Авиапроисшествия и катастрофы	References	0.03879397734999657	9	1.0
Авиапроисшествия и катастрофы	See also	0.034632403403520584	8	2.0
Авиапроисшествия и несчастные случаи	Accidents and incidents	0.9949193596839905	51	1.0
Авиапроисшествия и несчастные случаи	Incidents and accidents	0.9943301677703857	41	2.0
Авиапроисшествия и несчастные случаи	Incidents	0.9864534735679626	12	3.0
Авиапроисшествия и несчастные случаи	Fleet	0.7111191153526306	88	4.0
Авиапроисшествия и несчастные случаи	Airlines and destinations	0.5649886727333069	33	5.0
Авиасимуляторы	Operators	0.31050363183021545	6	1.0
Авиасимуляторы	See also	0.18383349478244781	6	2.0
Авиасимуляторы	Operational history	0.17351001501083374	6	3.0
Авиасимуляторы	Variants	0.13005556166172028	6	4.0
Авиационные происшествия	Accidents and incidents	0.9918321371078491	12	1.0
Авиационные происшествия	Incidents and accidents	0.9785565137863159	8	2.0
Авиационные происшествия	Fleet	0.41000038385391235	18	3.0
Авиационные происшествия	Airlines and destinations	0.3863922357559204	7	4.0
Авиационные происшествия	Destinations	0.1511085331439972	15	5.0
Авиационные происшествия и катастрофы	References	0.0358770415186882	6	1.0
Авиация	See also	0.1294867992401123	39	1.0
Авиация	References	0.0885317325592041	78	2.0
Авиация	Further reading	0.06893850117921829	12	3.0
Авиация	Notes	0.06724132597446442	6	4.0
Авиация	Music	0.05064123868942261	6	5.0
Авраамические религии	Abrahamic religions	0.9823921322822571	6	1.0
Авраамические религии	Further reading	0.02745802327990532	6	2.0
Авраамические религии	See also	0.010730459354817867	9	3.0
Австралия	Australia	0.9892818927764893	27	1.0
Австралия	South Africa	0.4756920039653778	6	2.0
Австралия	Canada	0.4079377353191376	14	3.0
Австралия	India	0.3845374584197998	6	4.0
Австралия	New Zealand	0.25674736499786377	13	5.0
Австралия и Океания	See also	0.015524812042713165	12	1.0
Австрия	See also	0.0299698319286108	7	1.0
Автобиография	Personal life	0.46125397086143494	10	1.0
Автобиография	References	0.09580040723085403	33	2.0
Автобиография	Filmography	0.07072819024324417	9	3.0
Автобиография	Early life	0.057147156447172165	13	4.0
Автобиография	Further reading	0.047930993139743805	8	5.0
Автобусы	History	0.03767792135477066	19	1.0
Автобусы	See also	0.03149240463972092	15	2.0
Автогонки	References	0.02967158891260624	6	1.0
Автомобили	Cars	0.9866378307342529	6	1.0
Автомобили	See also	0.33152446150779724	26	2.0
Автомобили	Production	0.324892520904541	7	3.0
Автомобили	Plot	0.2522858679294586	6	4.0
Автомобили	History	0.21158772706985474	8	5.0
Автор	See also	0.6343735456466675	11	1.0
Автор	Themes	0.10154234617948532	6	2.0
Автор	References	0.03355475887656212	20	3.0
Автор	Bibliography	0.03028714656829834	6	4.0
Автор книг	References	0.2113170623779297	6	1.0
Автор книг	Biography	0.19300921261310577	7	2.0
Авторские права	See also	0.07160013914108276	14	1.0
Авторские права	History	0.037066563963890076	6	2.0
Авторское право	References	0.07878387719392776	7	1.0
Авторское право	See also	0.0367930568754673	6	2.0
Авторство	Authorship	0.9936896562576294	17	1.0
Авторство	History	0.7200219035148621	7	2.0
Авторство	Composition	0.2824438512325287	6	3.0
Авторство	Content	0.1391809731721878	8	4.0
Авторство	Structure	0.11273873597383499	6	5.0
Авторы	Contributors	0.9744595885276794	6	1.0
Авторы	History	0.22069115936756134	20	2.0
Авторы	References	0.12058776617050171	72	3.0
Авторы	Further reading	0.031172720715403557	10	4.0
Авторы	See also	0.027156241238117218	34	5.0
Автоспорт	Motorsport	0.9957925081253052	24	1.0
Автоспорт	Motorsports	0.9663481116294861	6	2.0
Автоспорт	Awards	0.09756428003311157	8	3.0
Автоспорт	See also	0.06998610496520996	20	4.0
Автоспорт	Specifications	0.06972874701023102	8	5.0
Агентства	See also	0.12812036275863647	8	1.0
Агентства	References	0.11246667057275772	19	2.0
Агротехника	Cultivation	0.8646658658981323	15	1.0
Агротехника	See also	0.09122128784656525	16	2.0
Агротехника	Taxonomy	0.08482103794813156	8	3.0
Агротехника	Gallery	0.08264868706464767	9	4.0
Агротехника	Description	0.056045908480882645	21	5.0
Адаптации	Adaptations	0.9928830862045288	100	1.0
Адаптации	Adaptation	0.9772502779960632	8	2.0
Адаптации	Media	0.8309123516082764	14	3.0
Адаптации	Characters	0.3277778923511505	57	4.0
Адаптации	Production	0.20763292908668518	19	5.0
Адаптация	References	0.13494764268398285	8	1.0
Административная карьера	References	0.06517248600721359	7	1.0
Административная принадлежность	Geography	0.7999143600463867	13	1.0
Административная принадлежность	Name	0.19297930598258972	8	2.0
Административная принадлежность	Culture	0.17522066831588745	12	3.0
Административная принадлежность	History	0.11846566945314407	24	4.0
Административная принадлежность	Demographics	0.0866258293390274	26	5.0
Административная структура	History	0.05918684974312782	9	1.0
Административная структура	References	0.02645595371723175	10	2.0
Административная структура	See also	0.01122941356152296	7	3.0
